,℃,GJ,GJ
時刻,気温,1系統冷水熱量,2系統冷水熱量
2022/7/29 8:00,30.500 ,0.534 ,0.000 
2022/7/29 9:00,32.100 ,0.450 ,0.176 
2022/7/29 10:00,33.200 ,0.469 ,0.216 
2022/7/29 11:00,33.800 ,0.477 ,0.223 
2022/7/29 12:00,34.300 ,0.475 ,0.221 
2022/7/29 13:00,33.600 ,0.483 ,0.214 
2022/7/29 14:00,34.300 ,0.463 ,0.220 
2022/7/29 15:00,34.200 ,0.452 ,0.216 
2022/7/29 16:00,34.600 ,0.324 ,0.229 
2022/7/29 17:00,34.100 ,0.142 ,0.238 
2022/7/29 18:00,33.100 ,0.084 ,0.233 
2022/7/29 19:00,32.400 ,0.065 ,0.209 
2022/7/29 20:00,31.700 ,0.013 ,0.089 
2022/7/29 21:00,31.000 ,0.000 ,0.000 
2022/7/29 22:00,30.700 ,0.000 ,0.000 
2022/7/29 23:00,30.500 ,0.000 ,0.000 
2022/7/30 0:00,30.400 ,0.000 ,0.000 
2022/7/30 1:00,29.500 ,0.000 ,0.000 
2022/7/30 2:00,29.300 ,0.000 ,0.000 
2022/7/30 3:00,28.800 ,0.000 ,0.000 
2022/7/30 4:00,28.500 ,0.000 ,0.000 
2022/7/30 5:00,28.200 ,0.000 ,0.000 
2022/7/30 6:00,27.900 ,0.000 ,0.000 
2022/7/30 7:00,27.800 ,0.000 ,0.000 
2022/7/30 8:00,28.600 ,0.028 ,0.005 
2022/7/30 9:00,29.600 ,0.390 ,0.117 
2022/7/30 10:00,30.400 ,0.301 ,0.116 
2022/7/30 11:00,32.700 ,0.088 ,0.112 
2022/7/30 12:00,33.800 ,0.059 ,0.132 
2022/7/30 13:00,34.200 ,0.036 ,0.132 
2022/7/30 14:00,34.500 ,0.034 ,0.131 
2022/7/30 15:00,32.800 ,0.034 ,0.127 
2022/7/30 16:00,33.900 ,0.034 ,0.129 
2022/7/30 17:00,34.200 ,0.035 ,0.134 
2022/7/30 18:00,32.400 ,0.015 ,0.063 
2022/7/30 19:00,31.500 ,0.000 ,0.000 
2022/7/30 20:00,31.700 ,0.000 ,0.000 
2022/7/30 21:00,31.200 ,0.000 ,0.000 
2022/7/30 22:00,30.900 ,0.000 ,0.000 
2022/7/30 23:00,30.700 ,0.000 ,0.000 
2022/7/31 0:00,30.200 ,0.000 ,0.000 
2022/7/31 1:00,29.600 ,0.000 ,0.000 
2022/7/31 2:00,29.200 ,0.000 ,0.000 
2022/7/31 3:00,28.200 ,0.000 ,0.000 
2022/7/31 4:00,28.100 ,0.000 ,0.000 
2022/7/31 5:00,27.700 ,0.000 ,0.000 
2022/7/31 6:00,27.800 ,0.000 ,0.000 
2022/7/31 7:00,28.400 ,0.000 ,0.000 
2022/7/31 8:00,29.500 ,0.000 ,0.000 
2022/7/31 9:00,30.600 ,0.000 ,0.000 
2022/7/31 10:00,31.600 ,0.000 ,0.000 
2022/7/31 11:00,32.500 ,0.000 ,0.000 
2022/7/31 12:00,33.700 ,0.000 ,0.000 
2022/7/31 13:00,33.900 ,0.000 ,0.000 
2022/7/31 14:00,34.000 ,0.000 ,0.000 
2022/7/31 15:00,34.400 ,0.000 ,0.000 
2022/7/31 16:00,34.400 ,0.000 ,0.000 
2022/7/31 17:00,34.000 ,0.000 ,0.000 
2022/7/31 18:00,33.100 ,0.000 ,0.000 
2022/7/31 19:00,32.300 ,0.000 ,0.000 
2022/7/31 20:00,31.600 ,0.000 ,0.000 
2022/7/31 21:00,31.000 ,0.000 ,0.000 
2022/7/31 22:00,30.600 ,0.000 ,0.000 
2022/7/31 23:00,30.400 ,0.000 ,0.000 
2022/8/1 0:00,30.300 ,0.000 ,0.000 
2022/8/1 1:00,30.200 ,0.000 ,0.000 
2022/8/1 2:00,29.900 ,0.000 ,0.000 
2022/8/1 3:00,29.800 ,0.000 ,0.000 
2022/8/1 4:00,29.900 ,0.000 ,0.000 
2022/8/1 5:00,29.700 ,0.000 ,0.000 
2022/8/1 6:00,29.500 ,0.000 ,0.000 
2022/8/1 7:00,30.000 ,0.206 ,0.044 
2022/8/1 8:00,32.900 ,0.538 ,0.057 
2022/8/1 9:00,33.300 ,0.474 ,0.250 
2022/8/1 10:00,33.900 ,0.462 ,0.251 
2022/8/1 11:00,34.400 ,0.452 ,0.248 
2022/8/1 12:00,35.700 ,0.460 ,0.257 
2022/8/1 13:00,35.000 ,0.475 ,0.263 
2022/8/1 14:00,35.800 ,0.447 ,0.255 
2022/8/1 15:00,36.000 ,0.414 ,0.249 
2022/8/1 16:00,35.100 ,0.364 ,0.258 
2022/8/1 17:00,34.200 ,0.343 ,0.258 
2022/8/1 18:00,33.000 ,0.093 ,0.276 
2022/8/1 19:00,32.600 ,0.066 ,0.253 
2022/8/1 20:00,31.900 ,0.015 ,0.098 
2022/8/1 21:00,31.500 ,0.000 ,0.000 
2022/8/1 22:00,31.300 ,0.000 ,0.000 
2022/8/1 23:00,30.700 ,0.000 ,0.000 
2022/8/2 0:00,30.500 ,0.000 ,0.000 
2022/8/2 1:00,30.100 ,0.000 ,0.000 
2022/8/2 2:00,30.100 ,0.000 ,0.000 
2022/8/2 3:00,30.100 ,0.000 ,0.000 
2022/8/2 4:00,29.700 ,0.000 ,0.000 
2022/8/2 5:00,29.600 ,0.000 ,0.000 
2022/8/2 6:00,29.500 ,0.000 ,0.000 
2022/8/2 7:00,30.100 ,0.116 ,0.003 
2022/8/2 8:00,31.700 ,0.555 ,0.006 
2022/8/2 9:00,32.300 ,0.467 ,0.227 
2022/8/2 10:00,33.500 ,0.464 ,0.261 
2022/8/2 11:00,34.100 ,0.449 ,0.239 
2022/8/2 12:00,33.800 ,0.460 ,0.237 
2022/8/2 13:00,34.900 ,0.448 ,0.234 
2022/8/2 14:00,36.300 ,0.416 ,0.273 
2022/8/2 15:00,35.700 ,0.432 ,0.289 
2022/8/2 16:00,34.200 ,0.386 ,0.306 
2022/8/2 17:00,33.400 ,0.345 ,0.321 
2022/8/2 18:00,32.400 ,0.103 ,0.325 
2022/8/2 19:00,31.300 ,0.081 ,0.195 
2022/8/2 20:00,30.200 ,0.008 ,0.066 
2022/8/2 21:00,30.100 ,0.000 ,0.000 
2022/8/2 22:00,29.800 ,0.000 ,0.000 
2022/8/2 23:00,29.800 ,0.000 ,0.000 
2022/8/3 0:00,29.900 ,0.000 ,0.000 
2022/8/3 1:00,29.300 ,0.000 ,0.000 
2022/8/3 2:00,30.000 ,0.000 ,0.000 
2022/8/3 3:00,29.600 ,0.000 ,0.000 
2022/8/3 4:00,29.500 ,0.000 ,0.000 
2022/8/3 5:00,29.200 ,0.000 ,0.000 
2022/8/3 6:00,28.900 ,0.000 ,0.000 
2022/8/3 7:00,29.500 ,0.097 ,0.000 
2022/8/3 8:00,30.800 ,0.564 ,0.000 
2022/8/3 9:00,32.400 ,0.492 ,0.229 
2022/8/3 10:00,33.200 ,0.446 ,0.286 
2022/8/3 11:00,33.800 ,0.464 ,0.284 
2022/8/3 12:00,34.900 ,0.466 ,0.296 
2022/8/3 13:00,34.600 ,0.489 ,0.297 
2022/8/3 14:00,34.200 ,0.471 ,0.299 
2022/8/3 15:00,33.500 ,0.393 ,0.308 
2022/8/3 16:00,33.100 ,0.114 ,0.337 
2022/8/3 17:00,34.100 ,0.106 ,0.322 
2022/8/3 18:00,32.800 ,0.095 ,0.306 
2022/8/3 19:00,31.400 ,0.050 ,0.264 
2022/8/3 20:00,31.000 ,0.014 ,0.093 
2022/8/3 21:00,30.500 ,0.000 ,0.000 
2022/8/3 22:00,30.100 ,0.000 ,0.000 
2022/8/3 23:00,30.000 ,0.000 ,0.000 
2022/8/4 0:00,29.500 ,0.000 ,0.000 
2022/8/4 1:00,29.100 ,0.000 ,0.000 
2022/8/4 2:00,28.900 ,0.000 ,0.000 
2022/8/4 3:00,28.500 ,0.000 ,0.000 
2022/8/4 4:00,28.300 ,0.000 ,0.000 
2022/8/4 5:00,28.400 ,0.000 ,0.000 
2022/8/4 6:00,28.200 ,0.000 ,0.000 
2022/8/4 7:00,28.600 ,0.201 ,0.000 
2022/8/4 8:00,30.000 ,0.529 ,0.000 
2022/8/4 9:00,31.600 ,0.450 ,0.209 
2022/8/4 10:00,32.700 ,0.461 ,0.286 
2022/8/4 11:00,32.600 ,0.491 ,0.284 
2022/8/4 12:00,33.100 ,0.511 ,0.285 
2022/8/4 13:00,33.400 ,0.521 ,0.284 
2022/8/4 14:00,33.800 ,0.492 ,0.244 
2022/8/4 15:00,34.100 ,0.492 ,0.243 
2022/8/4 16:00,34.100 ,0.413 ,0.269 
2022/8/4 17:00,33.800 ,0.365 ,0.289 
2022/8/4 18:00,31.900 ,0.364 ,0.290 
2022/8/4 19:00,31.600 ,0.327 ,0.265 
2022/8/4 20:00,30.900 ,0.131 ,0.088 
2022/8/4 21:00,30.000 ,0.000 ,0.000 
2022/8/4 22:00,29.900 ,0.000 ,0.000 
2022/8/4 23:00,29.800 ,0.000 ,0.000 
2022/8/5 0:00,29.800 ,0.000 ,0.000 
2022/8/5 1:00,29.500 ,0.000 ,0.000 
2022/8/5 2:00,29.300 ,0.000 ,0.000 
2022/8/5 3:00,29.100 ,0.000 ,0.000 
2022/8/5 4:00,28.900 ,0.000 ,0.000 
2022/8/5 5:00,29.300 ,0.000 ,0.000 
2022/8/5 6:00,29.300 ,0.000 ,0.000 
2022/8/5 7:00,29.700 ,0.163 ,0.000 
2022/8/5 8:00,29.800 ,0.393 ,0.000 
2022/8/5 9:00,29.500 ,0.361 ,0.217 
2022/8/5 10:00,32.200 ,0.388 ,0.298 
2022/8/5 11:00,32.400 ,0.416 ,0.290 
2022/8/5 12:00,31.900 ,0.406 ,0.296 
2022/8/5 13:00,33.300 ,0.406 ,0.302 
2022/8/5 14:00,34.300 ,0.398 ,0.285 
2022/8/5 15:00,33.600 ,0.383 ,0.287 
2022/8/5 16:00,33.800 ,0.173 ,0.307 
2022/8/5 17:00,33.100 ,0.102 ,0.300 
2022/8/5 18:00,32.500 ,0.098 ,0.283 
2022/8/5 19:00,31.300 ,0.060 ,0.151 
2022/8/5 20:00,30.800 ,0.015 ,0.024 
2022/8/5 21:00,30.400 ,0.000 ,0.000 
2022/8/5 22:00,30.400 ,0.000 ,0.000 
2022/8/5 23:00,30.400 ,0.000 ,0.000 
2022/8/6 0:00,30.400 ,0.000 ,0.000 
2022/8/6 1:00,30.200 ,0.000 ,0.000 
2022/8/6 2:00,29.800 ,0.000 ,0.000 
2022/8/6 3:00,29.900 ,0.000 ,0.000 
2022/8/6 4:00,29.800 ,0.000 ,0.000 
2022/8/6 5:00,29.800 ,0.000 ,0.000 
2022/8/6 6:00,29.700 ,0.000 ,0.000 
2022/8/6 7:00,30.100 ,0.000 ,0.000 
2022/8/6 8:00,30.800 ,0.113 ,0.000 
2022/8/6 9:00,32.200 ,0.123 ,0.099 
2022/8/6 10:00,30.800 ,0.397 ,0.105 
2022/8/6 11:00,28.900 ,0.361 ,0.213 
2022/8/6 12:00,29.300 ,0.340 ,0.112 
2022/8/6 13:00,28.600 ,0.325 ,0.139 
2022/8/6 14:00,28.300 ,0.325 ,0.202 
2022/8/6 15:00,29.200 ,0.313 ,0.184 
2022/8/6 16:00,31.900 ,0.287 ,0.195 
2022/8/6 17:00,32.000 ,0.039 ,0.202 
2022/8/6 18:00,31.100 ,0.018 ,0.057 
2022/8/6 19:00,30.300 ,0.000 ,0.000 
2022/8/6 20:00,30.100 ,0.000 ,0.000 
2022/8/6 21:00,30.000 ,0.000 ,0.000 
2022/8/6 22:00,29.300 ,0.000 ,0.000 
2022/8/6 23:00,28.800 ,0.000 ,0.000 
2022/8/7 0:00,28.600 ,0.000 ,0.000 
2022/8/7 1:00,28.600 ,0.000 ,0.000 
2022/8/7 2:00,28.400 ,0.000 ,0.000 
2022/8/7 3:00,28.200 ,0.000 ,0.000 
2022/8/7 4:00,27.900 ,0.000 ,0.000 
2022/8/7 5:00,28.300 ,0.000 ,0.000 
2022/8/7 6:00,28.100 ,0.000 ,0.000 
2022/8/7 7:00,27.300 ,0.000 ,0.000 
2022/8/7 8:00,29.200 ,0.000 ,0.000 
2022/8/7 9:00,30.200 ,0.031 ,0.000 
2022/8/7 10:00,31.600 ,0.076 ,0.000 
2022/8/7 11:00,32.700 ,0.295 ,0.000 
2022/8/7 12:00,34.300 ,0.302 ,0.000 
2022/8/7 13:00,33.100 ,0.179 ,0.000 
2022/8/7 14:00,34.300 ,0.000 ,0.000 
2022/8/7 15:00,29.800 ,0.000 ,0.000 
2022/8/7 16:00,30.400 ,0.000 ,0.000 
2022/8/7 17:00,31.300 ,0.000 ,0.000 
2022/8/7 18:00,32.800 ,0.000 ,0.000 
2022/8/7 19:00,32.000 ,0.000 ,0.000 
2022/8/7 20:00,31.300 ,0.000 ,0.000 
2022/8/7 21:00,30.600 ,0.000 ,0.000 
2022/8/7 22:00,30.700 ,0.000 ,0.000 
2022/8/7 23:00,29.800 ,0.000 ,0.000 
2022/8/8 0:00,29.800 ,0.000 ,0.000 
2022/8/8 1:00,29.300 ,0.000 ,0.000 
2022/8/8 2:00,29.300 ,0.000 ,0.000 
2022/8/8 3:00,28.900 ,0.000 ,0.000 
2022/8/8 4:00,28.900 ,0.000 ,0.000 
2022/8/8 5:00,28.500 ,0.000 ,0.000 
2022/8/8 6:00,28.400 ,0.000 ,0.000 
2022/8/8 7:00,30.100 ,0.061 ,0.000 
2022/8/8 8:00,31.600 ,0.448 ,0.000 
2022/8/8 9:00,32.500 ,0.383 ,0.272 
2022/8/8 10:00,33.500 ,0.379 ,0.291 
2022/8/8 11:00,34.500 ,0.382 ,0.299 
2022/8/8 12:00,33.600 ,0.391 ,0.309 
2022/8/8 13:00,34.700 ,0.434 ,0.316 
2022/8/8 14:00,34.500 ,0.366 ,0.310 
2022/8/8 15:00,34.500 ,0.337 ,0.315 
2022/8/8 16:00,33.300 ,0.107 ,0.339 
2022/8/8 17:00,33.900 ,0.094 ,0.316 
2022/8/8 18:00,33.400 ,0.074 ,0.315 
2022/8/8 19:00,32.600 ,0.059 ,0.283 
2022/8/8 20:00,31.800 ,0.014 ,0.112 
2022/8/8 21:00,31.300 ,0.000 ,0.000 
2022/8/8 22:00,30.600 ,0.000 ,0.000 
2022/8/8 23:00,30.200 ,0.000 ,0.000 
2022/8/9 0:00,29.400 ,0.000 ,0.000 
2022/8/9 1:00,28.900 ,0.000 ,0.000 
2022/8/9 2:00,29.000 ,0.000 ,0.000 
2022/8/9 3:00,28.300 ,0.000 ,0.000 
2022/8/9 4:00,28.200 ,0.000 ,0.000 
2022/8/9 5:00,27.800 ,0.000 ,0.000 
2022/8/9 6:00,27.900 ,0.000 ,0.000 
2022/8/9 7:00,29.300 ,0.086 ,0.000 
2022/8/9 8:00,30.500 ,0.437 ,0.000 
2022/8/9 9:00,32.000 ,0.378 ,0.288 
2022/8/9 10:00,33.500 ,0.375 ,0.263 
2022/8/9 11:00,33.100 ,0.369 ,0.254 
2022/8/9 12:00,33.600 ,0.367 ,0.264 
2022/8/9 13:00,33.400 ,0.366 ,0.299 
2022/8/9 14:00,33.700 ,0.362 ,0.296 
2022/8/9 15:00,35.500 ,0.340 ,0.300 
2022/8/9 16:00,34.000 ,0.110 ,0.312 
2022/8/9 17:00,33.500 ,0.095 ,0.282 
2022/8/9 18:00,32.100 ,0.076 ,0.300 
2022/8/9 19:00,31.700 ,0.037 ,0.240 
2022/8/9 20:00,31.800 ,0.023 ,0.081 
2022/8/9 21:00,31.500 ,0.000 ,0.000 
2022/8/9 22:00,30.900 ,0.000 ,0.000 
2022/8/9 23:00,30.800 ,0.000 ,0.000 
2022/8/10 0:00,30.500 ,0.000 ,0.000 
2022/8/10 1:00,29.400 ,0.000 ,0.000 
2022/8/10 2:00,29.400 ,0.000 ,0.000 
2022/8/10 3:00,28.600 ,0.000 ,0.000 
2022/8/10 4:00,28.400 ,0.000 ,0.000 
2022/8/10 5:00,28.600 ,0.000 ,0.000 
2022/8/10 6:00,28.200 ,0.000 ,0.000 
2022/8/10 7:00,29.200 ,0.030 ,0.000 
2022/8/10 8:00,30.800 ,0.459 ,0.000 
2022/8/10 9:00,31.500 ,0.361 ,0.244 
2022/8/10 10:00,32.700 ,0.360 ,0.271 
2022/8/10 11:00,33.300 ,0.371 ,0.266 
2022/8/10 12:00,33.500 ,0.376 ,0.273 
2022/8/10 13:00,33.700 ,0.382 ,0.293 
2022/8/10 14:00,33.300 ,0.391 ,0.306 
2022/8/10 15:00,32.600 ,0.292 ,0.320 
2022/8/10 16:00,31.700 ,0.106 ,0.322 
2022/8/10 17:00,31.900 ,0.097 ,0.298 
2022/8/10 18:00,31.700 ,0.086 ,0.287 
2022/8/10 19:00,31.400 ,0.039 ,0.219 
2022/8/10 20:00,30.800 ,0.007 ,0.045 
2022/8/10 21:00,30.300 ,0.000 ,0.000 
2022/8/10 22:00,30.400 ,0.000 ,0.000 
2022/8/10 23:00,29.900 ,0.000 ,0.000 
2022/8/11 0:00,29.300 ,0.000 ,0.000 
2022/8/11 1:00,29.400 ,0.000 ,0.000 
2022/8/11 2:00,29.300 ,0.000 ,0.000 
2022/8/11 3:00,28.900 ,0.000 ,0.000 
2022/8/11 4:00,28.900 ,0.000 ,0.000 
2022/8/11 5:00,28.600 ,0.000 ,0.000 
2022/8/11 6:00,28.400 ,0.000 ,0.000 
2022/8/11 7:00,29.600 ,0.000 ,0.000 
2022/8/11 8:00,30.600 ,0.000 ,0.000 
2022/8/11 9:00,32.700 ,0.000 ,0.000 
2022/8/11 10:00,33.300 ,0.000 ,0.000 
2022/8/11 11:00,33.500 ,0.000 ,0.000 
2022/8/11 12:00,33.800 ,0.000 ,0.000 
2022/8/11 13:00,33.600 ,0.000 ,0.000 
2022/8/11 14:00,33.500 ,0.000 ,0.000 
2022/8/11 15:00,33.900 ,0.000 ,0.000 
2022/8/11 16:00,34.000 ,0.000 ,0.000 
2022/8/11 17:00,33.900 ,0.000 ,0.000 
2022/8/11 18:00,33.100 ,0.000 ,0.000 
2022/8/11 19:00,32.400 ,0.000 ,0.000 
2022/8/11 20:00,32.000 ,0.000 ,0.000 
2022/8/11 21:00,31.700 ,0.000 ,0.000 
2022/8/11 22:00,31.000 ,0.000 ,0.000 
2022/8/11 23:00,30.700 ,0.000 ,0.000 
2022/8/12 0:00,30.700 ,0.000 ,0.000 
2022/8/12 1:00,30.600 ,0.000 ,0.000 
2022/8/12 2:00,30.600 ,0.000 ,0.000 
2022/8/12 3:00,30.400 ,0.000 ,0.000 
2022/8/12 4:00,27.200 ,0.000 ,0.000 
2022/8/12 5:00,27.500 ,0.000 ,0.000 
2022/8/12 6:00,27.600 ,0.000 ,0.000 
2022/8/12 7:00,28.100 ,0.000 ,0.000 
2022/8/12 8:00,28.900 ,0.000 ,0.000 
2022/8/12 9:00,28.800 ,0.000 ,0.000 
2022/8/12 10:00,29.700 ,0.000 ,0.000 
2022/8/12 11:00,30.200 ,0.000 ,0.000 
2022/8/12 12:00,30.600 ,0.000 ,0.000 
2022/8/12 13:00,30.600 ,0.000 ,0.000 
2022/8/12 14:00,30.100 ,0.000 ,0.000 
2022/8/12 15:00,30.900 ,0.000 ,0.000 
2022/8/12 16:00,30.800 ,0.000 ,0.000 
2022/8/12 17:00,30.300 ,0.000 ,0.000 
2022/8/12 18:00,30.700 ,0.000 ,0.000 
2022/8/12 19:00,30.200 ,0.000 ,0.000 
2022/8/12 20:00,29.600 ,0.000 ,0.000 
2022/8/12 21:00,29.000 ,0.000 ,0.000 
2022/8/12 22:00,28.700 ,0.000 ,0.000 
2022/8/12 23:00,28.800 ,0.000 ,0.000 
2022/8/13 0:00,28.800 ,0.000 ,0.000 
